Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
El Regio,78723,06/08/2020,91,"6615 BERKMAN DR
AUSTIN, TX 78723
(30.31943, -97.68887)",2802226,Routine Inspection
Blazier Elementary School,78744,09/02/2022,97,"8601 VERTEX BLVD
AUSTIN, TX 78744
(30.15626, -97.75291)",10066455,Routine Inspection
Sazan Ramen,78752,10/10/2022,76,"6929 AIRPORT BLVD
AUSTIN, TX 78752
(30.33672, -97.71832)",12392619,Routine Inspection
LW - High Five Entertainment Center,78734,06/14/2022,91,"1502 S FM 620 RD
LAKEWAY, TX 78734",11464387,Routine Inspection
BC - Ellera,78738,03/29/2022,82,"12432 FM 2244 RD
AUSTIN, TX 78738
(30.30526, -97.93395)",12393676,Routine Inspection
Beto's Mexican Restaurant,78702,04/20/2020,81,"3518 E 7TH ST
AUSTIN, TX 78702
(30.25657, -97.70247)",11268843,Routine Inspection
Sohip Blenders and Bowls,78756,01/19/2022,89,"4200 N LAMAR BLVD
AUSTIN, TX 78756
(30.31046, -97.74031)",12392500,Routine Inspection
Pressed Juicery,78758,08/05/2022,96,"11401 CENTURY OAKS TER
AUSTIN, TX 78758
(30.40116, -97.72653)",12393323,Routine Inspection
Double Dave's Pizza Works,78758,05/31/2022,79,"11900 METRIC BLVD
AUSTIN, TX 78758
(30.40015, -97.70391)",11685038,Routine Inspection
P.Terry's Burger Stand  #15,78742,12/15/2021,93,"1551 E SH
AUSTIN, TX 78742",11951123,Routine Inspection
P6,78701,05/23/2022,98,"111 E CESAR CHAVEZ ST
AUSTIN, TX 78701
(30.26317, -97.74378)",12186486,Routine Inspection
Canopy Austin Hotel & Verbena Restaurant,78701,03/18/2021,84,"604 W 6TH ST
AUSTIN, TX 78701
(30.27023, -97.74866)",12393043,Routine Inspection
Mr. Gattis Pizza #102,78758,01/24/2023,97,"2121 W PARMER LN
AUSTIN, TX 78758
(30.41587, -97.69722)",12393515,Routine Inspection
Snack Max,78751,12/17/2020,85,"5630 N LAMAR BLVD
AUSTIN, TX 78751
(30.3258, -97.72676)",10088343,Routine Inspection
Whole Foods Market - Grocery,78758,07/12/2022,98,"11920 DOMAIN DR
AUSTIN, TX 78758
(30.40595, -97.71968)",11055562,Routine Inspection
Randall's #2475-Retail,78731,09/23/2021,98,"5401 BALCONES DR
AUSTIN, TX 78731
(30.33569, -97.75836)",2803531,Routine Inspection
Red River Market,78705,09/08/2022,85,"3213 RED RIVER ST
AUSTIN, TX 78705
(30.29158, -97.7268)",10027075,Routine Inspection
Tangent Cafe & Catering,78730,09/30/2020,98,"6500 RIVER PLACE BLVD
AUSTIN, TX 78730
(30.39198, -97.84831)",2803221,Routine Inspection
Delta Sky Club,78719,05/14/2021,93,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.20263, -97.66714)",12185584,Routine Inspection
ABIA- I Vini Italian Market,78719,12/03/2021,91,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.20263, -97.66714)",11737442,Routine Inspection
OOB One Stop,78728,04/16/2020,100,"14701 N MOPAC
EXPRWY AUSTIN, TX 78728",11923845,Routine Inspection
Uncle Nicky's,78702,03/08/2022,89,"1123 E 11TH ST
AUSTIN, TX 78702
(30.26882, -97.72828)",12393626,Routine Inspection
Levy at Q2 Stadium/Beer Hall,78758,12/07/2021,95,"10414 MC KALLA PL
AUSTIN, TX 78758
(30.38617, -97.71859)",12394460,Routine Inspection
BC - Jules Design Bar,78738,07/20/2020,94,"12700 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.307712, -97.934779)",12185805,Routine Inspection
Pollo Campero - K6,78757,06/24/2022,99,"8023 BURNET RD
AUSTIN, TX 78757
(30.35914, -97.73004)",12395692,Routine Inspection
Randalls #1850,78748,01/04/2021,97,"9911 BRODIE LN
AUSTIN, TX 78748
(30.18479, -97.84901)",2801988,Routine Inspection
Basil Thai,78758,10/24/2022,100,"2501 W PARMER LN
AUSTIN, TX 78758
(30.41871, -97.70185)",11761706,Routine Inspection
TopGolf USA Austin,78758,08/26/2022,78,"2700 ESPERANZA XING
AUSTIN, TX 78758
(30.39764, -97.71769)",10910024,Routine Inspection
Wendy's W104,78745,03/16/2021,92,"4115 S CONGRESS AVE
AUSTIN, TX 78745
(30.22173, -97.76434)",11119286,Routine Inspection
Brush Country Nursing and Rehabilitation,78749,01/17/2023,90,"6500 BRUSH COUNTRY RD
AUSTIN, TX 78749
(30.22492, -97.84098)",11429283,Routine Inspection
Chipotle Mexican Grill #3328,78702,12/15/2021,97,"1109 E 5TH ST
AUSTIN, TX 78702
(30.2637, -97.73144)",12186362,Routine Inspection
Popeye's #318 - Z & H Foods Inc,78753,03/16/2020,93,"9815 N LAMAR BLVD
AUSTIN, TX 78753
(30.36807, -97.69422)",11637633,Routine Inspection
Ruby Thai Kitchen,78746,07/12/2021,80,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.25613, -97.81065)",12392660,Routine Inspection
Burger King #3990,78750,11/30/2020,80,"13450 N US 183 HWY
AUSTIN, TX 78750
(30.44825, -97.78987)",12186459,Routine Inspection
Alamo Senior Lunch,78722,04/02/2020,96,"2100 ALAMO ST
AUSTIN, TX 78722
(30.28239, -97.71978)",2802204,Routine Inspection
Hornsby Dunlap Elementary,78725,09/09/2021,100,"13901 FM 969 RD
AUSTIN, TX 78725
(30.24922, -97.58713)",2800684,Routine Inspection
Chipotle Mexican Grill #973,78723,09/21/2021,96,"1201 BARBARA JORDAN BLVD
AUSTIN, TX 78723
(30.3068, -97.70948)",10176511,Routine Inspection
CoCo's Cafe,78705,09/01/2021,93,"1910 GUADALUPE ST
AUSTIN, TX 78705
(30.28261, -97.74204)",2801586,Routine Inspection
Shipley Donuts,78757,06/09/2020,92,"2113 W ANDERSON LN
AUSTIN, TX 78757
(30.35505, -97.72864)",10896718,Routine Inspection
OOB - Midnight Cowboy,78701,05/06/2021,91,"313 E 6TH ST
AUSTIN, TX 78701
(30.26724, -97.73988)",10723569,Routine Inspection
MN - Panda Express #2516,78653,12/07/2022,96,"11808 RING DR
MANOR, TX 78653
(30.34743, -97.54174)",11415562,Routine Inspection
Papa John's Pizza  #938,78756,05/25/2021,91,"5343 BURNET RD
AUSTIN, TX 78756
(30.32741, -97.73944)",2801186,Routine Inspection
Taqueria La Familia Mex Restaurant Inc,78749,04/20/2020,97,"3601 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.21446, -97.8319)",11321211,Routine Inspection
El Rancho Supermarket #1 (Taqueria),78757,06/16/2021,94,"8752 RESEARCH BLVD
SB AUSTIN, TX 78757
(30.36566, -97.71846)",11761898,Routine Inspection
Eastside Pies Too!,78751,08/02/2021,96,"5312 AIRPORT BLVD
AUSTIN, TX 78751
(30.31473, -97.71498)",10487262,Routine Inspection
BC - Austin Tea Xchange,78738,01/17/2023,91,"13011 SHOPS PKWY
BEE CAVE, TX 78738
(30.30708, -97.94541)",12020767,Routine Inspection
Atrium Gift Shop,78705,05/24/2021,100,"919 E 32ND ST
AUSTIN, TX 78705
(30.29081, -97.72665)",11979541,Routine Inspection
Accent Food Service,78758,06/05/2020,100,"2309 GRACY FARMS LN
AUSTIN, TX 78758
(30.40311, -97.70952)",11936343,Routine Inspection
PF - Endeavor Montessori School,78660,12/15/2021,100,"18817 N HEATHERWILDE BLVD
PFLUGERVILLE, TX 78660
(30.47922, -97.61648)",12392688,Routine Inspection
Chuy Panaderia,78757,03/22/2022,84,"8716 RESEARCH BLVD
AUSTIN, TX 78757
(30.36374, -97.71879)",10249266,Routine Inspection
Aviator Pizza & Drafthouse,78727,08/02/2022,83,"4005 W PARMER LN
AUSTIN, TX 78727
(30.42564, -97.71576)",12392893,Follow-Up Inspection
PF - Piccadilly Market,78664,11/06/2020,87,"428 GRAND AVENUE PKWY
PFLUGERVILLE, TX 78664
(30.46561, -97.64524)",12392316,Routine Inspection
Thundercloud Subs,78757,11/10/2022,97,"7930 BURNET RD
AUSTIN, TX 78757
(30.35719, -97.73055)",2800611,Routine Inspection
Spokesman,78745,08/24/2022,94,"440 E ST ELMO RD
AUSTIN, TX 78745
(30.21515, -97.76228)",11700631,Routine Inspection
PF - Typhoon Texas Waterpark - Typhoon Saloon,78660,06/09/2021,98,"18500 N SH
PFLUGERVILLE, TX 78660
(30.459688, -97.595109)",12393013,Routine Inspection
Pillow Elementary,78757,04/29/2021,100,"3025 CROSSCREEK DR
AUSTIN, TX 78757
(30.36961, -97.73315)",2800430,Routine Inspection
PF - P. Terry's Burger Stand # 17,78660,10/27/2022,94,"18801 FM
PFLUGERVILLE, TX 78660",12393594,Routine Inspection
Nosh & Bevvy English Kitchen & Bar,78757,06/09/2020,94,"8440 BURNET RD
AUSTIN, TX 78757
(30.36646, -97.72812)",2801034,Routine Inspection
"Spec's Wines, Spirits & Finer Foods",78735,06/01/2022,86,"4970 W US 290 HWY
AUSTIN, TX 78735
(30.23369, -97.81912)",10007038,Routine Inspection
Diz Fruta - Walnut Creek,78754,05/28/2021,76,"8201 CROSS PARK DR
AUSTIN, TX 78754
(30.33072, -97.66704)",12392540,Routine Inspection
SV - Doc's Backyard,78745,08/03/2021,92,"5207 BRODIE LN
SUNSET VALLEY, TX 78745
(30.23132, -97.81844)",10058183,Routine Inspection
"Grove Wine Bar and Kitchen, The",78701,01/26/2021,75,"800 W 6TH ST
AUSTIN, TX 78701
(30.27033, -97.75087)",11297105,Routine Inspection
Thrive Craft House,78705,05/24/2022,92,"519 W 37TH ST
AUSTIN, TX 78705
(30.30189, -97.73847)",12393654,Routine Inspection
Joe's Italian Kitchen,78660,04/24/2020,92,"1615 GRAND AVENUE PKWY
AUSTIN, TX 78660
(30.45569, -97.65911)",11915188,Routine Inspection
Taqueria Villanueva,78753,11/04/2022,91,"9405 N IH
AUSTIN, TX 78753",11684219,Routine Inspection
"Children's Courtyard, The",78754,09/28/2022,98,"11012 HARRIS BRANCH PKWY
AUSTIN, TX 78754
(30.34426, -97.6139)",2800847,Routine Inspection
"Peoples Pharmacy, Kitchen #1",78748,10/31/2022,96,"630 RALPH ABLANEDO DR
AUSTIN, TX 78748
(30.17416, -97.79688)",11932562,Routine Inspection
BC - WOW Donut,78746,01/20/2021,91,"3267 BEE CAVES RD
AUSTIN, TX 78746
(30.274413, -97.800458)",12392611,Routine Inspection
Quality Inn & Suites,78617,05/05/2020,89,"2751 E SH
AUSTIN, TX 78617",10672255,Routine Inspection
College House Inc - Halstead,78705,09/02/2022,88,"1905 NUECES ST
AUSTIN, TX 78705
(30.28304, -97.74411)",10174988,Routine Inspection
Kerbey Lane Cafe,78729,03/25/2020,93,"13435 N US 183 HWY
AUSTIN, TX 78729
(30.45051, -97.78537)",10162925,Routine Inspection
Subway # 63381,78723,07/06/2020,84,"7112 ED BLUESTEIN BLVD
AUSTIN, TX 78723
(30.31268, -97.66279)",11280513,Routine Inspection
"Green Mesquite, The",78704,10/18/2022,91,"1400 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.26125, -97.7593)",2800018,Routine Inspection
Woody's Country Market 3,78704,05/13/2021,95,"400 S CONGRESS AVE
AUSTIN, TX 78704
(30.25699, -97.74734)",12393572,Routine Inspection
Whole Foods Market - Prepared Foods,78749,02/25/2021,89,"4301 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.22193, -97.83846)",10764426,Routine Inspection
Krispy Kreme,78745,01/18/2023,88,"701 E STASSNEY LN
AUSTIN, TX 78745
(30.2, -97.77)",12186185,Routine Inspection
WL - Juiceland,78746,11/29/2021,90,"701 S CAPITAL OF TEXAS HWY NB UNIT E-580 WEST LAKE HILLS
TX 78746
(30.29214, -97.82818)",11113295,Routine Inspection
North Italia,78701,03/25/2020,100,"500 W 2ND ST
AUSTIN, TX 78701
(30.26574, -97.74931)",11867509,Routine Inspection
Taqueria Arandas #5,78704,02/17/2022,80,"2448 S 1ST ST
AUSTIN, TX 78704
(30.24054, -97.76064)",2800822,Routine Inspection
Jason's Deli,78751,07/19/2022,94,"1000 E 41ST ST
AUSTIN, TX 78751
(30.29805, -97.71896)",2801464,Routine Inspection
"Soup Peddler, The",78703,01/25/2022,88,"1112 N LAMAR BLVD
AUSTIN, TX 78703
(30.27645, -97.7516)",11642589,Routine Inspection
OOB - BC - Lonestar Jacks BBQ,78738,04/28/2021,90,"3620 S FM 620 RD
BEE CAVE, TX 78738
(30.3196, -97.95231)",12393071,Routine Inspection
PF-Moi! Vietnamese Grill,78660,07/21/2020,86,"16051 DESSAU RD
PFLUGERVILLE, TX 78660
(30.43432, -97.6155)",12186604,Routine Inspection
Wendy's 101 - 1671,78753,04/21/2020,85,"1418 E ANDERSON LN
AUSTIN, TX 78753
(30.33338, -97.68736)",11114878,Routine Inspection
OOB - McDonald's,78744,04/13/2020,88,"4501 E BEN WHITE BLVD
AUSTIN, TX 78744
(30.21475, -97.73429)",2801770,Routine Inspection
Kerbey Lane Cafe,78704,04/28/2021,91,"3003 S LAMAR BLVD
AUSTIN, TX 78704
(30.24178, -97.78379)",10700176,Routine Inspection
Small Victory,78701,11/01/2022,92,"108 E 7TH ST
AUSTIN, TX 78701
(30.26875, -97.74159)",11401022,Routine Inspection
Driskill Hotel - Lobby Bar,78701,06/11/2020,94,"604 BRAZOS ST
AUSTIN, TX 78701
(30.26798, -97.74137)",10917617,Routine Inspection
Potato Club,78613,06/30/2022,86,"11200 LAKELINE MALL DR
AUSTIN, TX 78613
(30.47181, -97.80337)",11647833,Routine Inspection
LifeWorks Restaurant Group,78741,06/21/2022,89,"2300 ORACLE WAY
AUSTIN, TX 78741
(30.24387, -97.72236)",12393337,Routine Inspection
Manuel's @ Great Hills,78759,06/07/2021,88,"10201 JOLLYVILLE RD
AUSTIN, TX 78759
(30.3962, -97.75004)",2801422,Routine Inspection
Aguilera's Mexican Restaurant,78752,04/29/2020,89,"7210 CAMERON RD
AUSTIN, TX 78752
(30.32639, -97.69219)",10862312,Routine Inspection
Taco Flats Clarksville,78703,03/04/2022,81,"1110 WEST LYNN ST
AUSTIN, TX 78703
(30.27998, -97.75931)",12186204,Routine Inspection
Cisco's Restaurant Bakery & Bar,78702,03/22/2021,85,"1511 E 6TH ST
AUSTIN, TX 78702
(30.2631, -97.7267)",11830055,Routine Inspection
Gabriela's Downtown,78702,07/20/2021,80,"900 E 7TH ST
AUSTIN, TX 78702
(30.26636, -97.73314)",11823575,Routine Inspection
24 Diner,78703,03/30/2020,80,"600 N LAMAR BLVD
AUSTIN, TX 78703
(30.27181, -97.75406)",2800411,Routine Inspection
ABIA-AUS 24 Diner,78719,10/11/2022,91,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.20263, -97.66714)",12186457,Routine Inspection
"Club Demonstration Services, Inc",78759,09/08/2021,96,"10401 RESEARCH BLVD
AUSTIN, TX 78759
(30.39653, -97.74577)",11291484,Routine Inspection
Whataburger #346,78704,05/18/2021,99,"601 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.25851, -97.7505)",2800311,Routine Inspection
Smoothie King,78749,06/08/2021,95,"4301 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.22193, -97.83846)",12185776,Routine Inspection
Whole Foods Market/Deli,78759,08/05/2021,92,"9607 RESEARCH BLVD
AUSTIN, TX 78759
(30.3885, -97.74327)",2801001,Routine Inspection
Whataburger,78705,09/26/2022,92,"2800 GUADALUPE ST
AUSTIN, TX 78705
(30.29329, -97.74182)",10434244,Routine Inspection
Lou's Bodega,78702,08/18/2021,76,"1900 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.25707, -97.72449)",12093095,Routine Inspection
"LW - Grove Wine Bar & Kitchen, The",78738,02/09/2023,81,"3001 S FM 620 RD
LAKEWAY, TX 78738",10957424,Routine Inspection
WL - Austin's Pizza,78746,03/30/2021,93,"3638 BEE CAVES RD
WEST LAKE HILLS, TX 78746
(30.27888, -97.80636)",10117149,Routine Inspection
Virginia L Brown Recreation Center,78752,04/23/2021,100,"7500 BLESSING AVE
AUSTIN, TX 78752
(30.33195, -97.69303)",10039193,Routine Inspection
Circle K # 2741552,78724,04/11/2022,99,"12200 FM 969 RD
AUSTIN, TX 78724
(30.25416, -97.60559)",11239100,Routine Inspection
Flyrite Chicken,78702,08/31/2020,90,"2129 E 7TH ST
AUSTIN, TX 78702
(30.26137, -97.71835)",11450436,Routine Inspection
Sushi Junai,78701,05/20/2020,78,"1612 LAVACA ST
AUSTIN, TX 78701
(30.27896, -97.74143)",11800993,Routine Inspection
Gorzycki Middle School,78749,03/10/2022,100,"7412 W SLAUGHTER LN
AUSTIN, TX 78749
(30.21507, -97.89116)",10326563,Routine Inspection
PF - Casa Garcia's Mexican Restaurant,78660,11/19/2020,81,"15803 WINDERMERE DR
PFLUGERVILLE, TX 78660
(30.44655, -97.64841)",12186559,Routine Inspection
Nixta Taqueria,78702,10/21/2020,80,"2512 E 12TH ST
AUSTIN, TX 78702
(30.27483, -97.71321)",12185583,Routine Inspection
Walgreens #10615,78723,07/21/2021,98,"5345 N IH
AUSTIN, TX 78723",10099385,Routine Inspection
Icenhauer's,78701,03/31/2021,98,"83 RAINEY ST
AUSTIN, TX 78701
(30.25943, -97.73851)",10489866,Routine Inspection
Hawaiian Bros.,78757,06/22/2021,89,"8023 BURNET RD
AUSTIN, TX 78757
(30.35914, -97.73004)",12392947,Routine Inspection
PF - Courtyard by Marriott Austin/Pflugerville,78660,06/28/2021,89,"16100 IMPACT WAY
PFLUGERVILLE, TX 78660
(30.42175, -97.59098)",12392436,Routine Inspection
Charleys Philly Steak,78746,05/26/2022,98,"2901 S CAPITAL OF TEXAS HWY
NB AUSTIN, TX 78746
(30.25613, -97.81065)",11723480,Routine Inspection
Burger King #2171,78745,10/04/2021,80,"1001 E BEN WHITE BLVD
AUSTIN, TX 78745
(30.21662, -97.75485)",12186458,Routine Inspection
Teapioca Lounge,78727,06/11/2020,89,"1700 W PARMER LN
AUSTIN, TX 78727
(30.41289, -97.68886)",10530160,Routine Inspection
Hat Creek Burger Company,78756,08/04/2021,90,"5400 BURNET RD
AUSTIN, TX 78756
(30.32836, -97.7398)",10345923,Routine Inspection
First Wok,78745,12/17/2021,75,"603 W STASSNEY LN
AUSTIN, TX 78745
(30.20807, -97.78081)",11761726,Routine Inspection
Polvos Mexican Rest,78701,06/06/2022,90,"360 NUECES ST
AUSTIN, TX 78701
(30.26757, -97.74924)",11838617,Routine Inspection
Nordstrom Bazille,78758,05/28/2021,90,"3111 PALM WAY
AUSTIN, TX 78758
(30.40273, -97.72058)",11583667,Routine Inspection
Wingstop # 1219,78723,06/28/2022,99,"5455 N IH
AUSTIN, TX 78723",11648746,Routine Inspection
Mr. Gattis Pizza # 206,78736,01/12/2021,100,"7101 W SH
AUSTIN, TX 78736",12393714,Routine Inspection
Zoe's Kitchen (HOLD - SEE NOTE),78759,06/07/2021,92,"10000 RESEARCH BLVD
AUSTIN, TX 78759
(30.39284, -97.74693)",10323727,Routine Inspection
Jack in the Box #867,78749,11/17/2021,87,"6210 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.23131, -97.86487)",10789639,Routine Inspection
Ronnies Real Food,78733,06/28/2021,98,"205 S COMMONS FORD RD
AUSTIN, TX 78733
(30.33334, -97.88552)",2801868,Routine Inspection
"Learning Experience, The",78736,04/05/2022,100,"7814 W US 290 HWY
AUSTIN, TX 78736
(30.22903, -97.88579)",12395339,Routine Inspection
Stony's Pizza,78737,03/31/2022,94,"9521 W US 290 HWY
AUSTIN, TX 78737
(30.23056, -97.93417)",12396341,Routine Inspection
Gonzalo Garza Independence H S,78702,02/14/2023,95,"1600 CHICON ST
AUSTIN, TX 78702
(30.27757, -97.72073)",2801228,Routine Inspection
Whataburger,78749,02/02/2022,98,"6611 S MOPAC EXPY
AUSTIN, TX 78749
(30.2212, -97.8352)",2802441,Routine Inspection
Graham Elementary,78753,11/09/2020,100,"11211 TOM ADAMS DR
AUSTIN, TX 78753
(30.37294, -97.66929)",2800281,Routine Inspection
Zanzibar Marriott Hotel Austin,78701,12/07/2022,91,"304 E CESAR CHAVEZ ST
AUSTIN, TX 78701
(30.26258, -97.74163)",12392883,Routine Inspection
LW - Mangieri's Pizza,78734,06/16/2021,88,"2133 LOHMANS CROSSING RD
LAKEWAY, TX 78734
(30.34193, -97.96963)",10181125,Routine Inspection
Papa Murphy's Pizza,78748,12/22/2022,98,"2110 W SLAUGHTER LN
AUSTIN, TX 78748
(30.17375, -97.82537)",10894067,Routine Inspection
LW - Merito Food Mart,78734,09/28/2021,93,"201 N FM 620 RD
LAKEWAY, TX 78734
(30.36703, -97.95057)",11289572,Routine Inspection
Cristo Rey Church,78702,05/25/2022,93,"2208 E 2ND ST
AUSTIN, TX 78702
(30.25638, -97.71956)",2800121,Routine Inspection
Chi'Lantro - Parmer,78729,08/10/2021,98,"6301 W PARMER LN
AUSTIN, TX 78729
(30.44545, -97.74332)",12393135,Routine Inspection
"Fairways Cantina, LLC",78723,08/16/2022,92,"3851 MANOR RD
AUSTIN, TX 78723
(30.28973, -97.69419)",12393593,Routine Inspection
Rusty Cannon Pub,78745,12/18/2020,79,"730 W STASSNEY LN
AUSTIN, TX 78745
(30.20902, -97.78285)",11459172,Routine Inspection
Rositas Al Pastor,78704,07/17/2020,95,"2414 S 1ST ST
AUSTIN, TX 78704
(30.24159, -97.76002)",11801877,Routine Inspection
LW - SP Churrascaria Brazililan Steakhouse,78734,06/05/2020,91,"900 S FM 620 RD
LAKEWAY, TX 78734",11965890,Routine Inspection
Native Hostel,78702,06/09/2022,72,"807 E 4TH ST
AUSTIN, TX 78702
(30.26372, -97.73466)",11696636,Routine Inspection
Hill Country Middle School,78746,05/12/2022,97,"1300 WALSH TARLTON LN
AUSTIN, TX 78746
(30.26985, -97.80339)",2800337,Routine Inspection
Turf & Surf Po'boy,78701,05/24/2022,75,"405 LAVACA ST
AUSTIN, TX 78701
(30.26722, -97.74577)",10903317,Routine Inspection
Jim-Jim's Water Ice,78701,06/11/2020,100,"615 E 6TH ST
AUSTIN, TX 78701
(30.26629, -97.73646)",2800959,Routine Inspection
PF - Brookhollow Elementary School,78660,01/12/2022,97,"1200 N RAILROAD AVE
PFLUGERVILLE, TX 78660
(30.45249, -97.61782)",12392659,Routine Inspection
Shop N Save,78741,05/05/2022,84,"2204 WOODLAND AVE
AUSTIN, TX 78741
(30.23592, -97.7284)",10557364,Routine Inspection
PF - Pflugerville Taco-House,78660,12/14/2021,91,"104 N RAILROAD AVE
PFLUGERVILLE, TX 78660
(30.43963, -97.61996)",12392694,Routine Inspection
Smoothie Yogurt Paradise,78613,08/19/2021,77,"11200 LAKELINE MALL DR
AUSTIN, TX 78613
(30.47181, -97.80337)",2800800,Routine Inspection
El Rancho Supermarker #1(Grocery&Produce),78757,03/23/2020,100,"8752 RESEARCH BLVD
SB AUSTIN, TX 78757
(30.36566, -97.71846)",11761881,Routine Inspection
Speedy Pick,78702,02/03/2023,92,"2314 E 7TH ST
AUSTIN, TX 78702
(30.26126, -97.71625)",12027063,Routine Inspection
Donut Crown,78757,12/17/2020,92,"2438 W ANDERSON LN
AUSTIN, TX 78757
(30.35771, -97.73197)",11661707,Routine Inspection
Star Stop 74,78705,09/22/2021,98,"2819 GUADALUPE ST
AUSTIN, TX 78705
(30.2948, -97.74259)",11027963,Routine Inspection
Two Spoons,78735,06/02/2020,91,"7212 W SH
AUSTIN, TX 78735",11825080,Routine Inspection
BC - Tony C's,78738,07/09/2020,89,"12800 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.309414, -97.939901)",10262053,Routine Inspection
Posse East,78705,04/05/2022,93,"2900 DUVAL ST
AUSTIN, TX 78705
(30.2913, -97.73452)",2800211,Routine Inspection
Querencia at Barton Creek,78735,11/18/2022,93,"2500 BARTON CREEK BLVD
AUSTIN, TX 78735
(30.28946, -97.86642)",10026760,Routine Inspection
"Children's Courtyard, The",78754,01/11/2021,88,"11012 HARRIS BRANCH PKWY
AUSTIN, TX 78754
(30.34426, -97.6139)",2800847,Routine Inspection
Kale Me Crazy,78726,12/30/2022,100,"8300 N FM 620 RD
AUSTIN, TX 78726
(30.42117, -97.84529)",12392633,Routine Inspection
OOB - Five Guys Burgers and Fries,78749,06/02/2020,96,"4301 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.22193, -97.83846)",11114949,Routine Inspection
Tailat Kitchen,78751,01/20/2023,80,"5610 N IH 35 HWY
AUSTIN, TX 78751
(30.31646, -97.70792)",12397308,Routine Inspection
Springhill Suites,78759,05/14/2020,100,"10936 STONELAKE BLVD
AUSTIN, TX 78759
(30.39795, -97.73275)",2801648,Routine Inspection
Whataburger,78729,05/02/2022,91,"6301 W PARMER LN
AUSTIN, TX 78729
(30.44545, -97.74332)",2803042,Routine Inspection
PF - In - N - Out #316,78660,05/20/2021,99,"1600 TOWN CENTER DR
PFLUGERVILLE, TX 78660
(30.46453, -97.59734)",12392425,Routine Inspection
Shoal Creek Saloon,78703,11/19/2020,87,"909 N LAMAR BLVD
AUSTIN, TX 78703
(30.27445, -97.75256)",2800778,Routine Inspection
University Ave Church,78705,12/03/2021,93,"1903 UNIVERSITY AVE
AUSTIN, TX 78705
(30.28128, -97.73977)",2800271,Routine Inspection
